No.;Time;Comment;Scramble;Date;P.1;P.2
173;15.62;;D2 L' B2 F2 L2 D2 R' B2 L' D2 F2 U' L2 U2 R2 F' R2 D' U2 R F' Fw;2023-08-17 10:02:25;6.52;9.10
174;DNF(17.47);;B L' U' L F' U' B R2 L2 U2 D' R2 F2 B2 D2 B2 R2 B2 D' B Uw';2023-08-17 10:02:51;6.79;10.68
175;17.35;;F' B2 R2 U R2 U2 B2 L2 D' R2 D U2 R2 F D U2 L' F2 D F U' Fw' Uw2;2023-08-17 10:04:01;6.95;10.40
176;18.20;;R2 U R2 U B2 R2 B2 L2 D' L2 D2 B U2 B' D R' F L' D B' U Rw2 Uw;2023-08-17 10:04:45;5.69;12.51
177;19.97;;L B L2 U' F U B2 L U F2 L2 F2 L2 F' D2 F' D2 L2 F2 R2 B Rw2 Uw;2023-08-17 10:57:15;9.02;10.95
178;16.14;;U2 D2 L B L' F R B U B' U B2 U B2 R2 F2 L2 D' F2 U D' Fw Uw;2023-08-17 10:57:51;6.49;9.65
179;14.72;;L2 U' B2 U' B2 L2 B2 R2 U2 F2 U2 F' L' R D U' B L' F2 D' F' Rw' Uw;2023-08-17 10:58:17;5.56;9.16
180;18.62;;L' B U R' D L' F' D2 F U2 L2 B L2 D2 F L2 F' L' B' Fw Uw;2023-08-17 10:58:41;5.99;12.63
181;DNF(13.50);;F' B R B L F2 U F2 B2 R U2 R L U2 F2 R' L2 D B Fw';2023-08-17 10:59:10;5.09;8.41
182;16.61;;F' L2 F' D2 B2 L2 D2 F' L2 F U2 L' D L2 B' D U L U' B F2 Rw2 Uw;2023-08-17 10:59:50;6.52;10.09
183;15.31;;L2 F2 R2 B2 R2 D' B2 U F2 U' L2 D2 R D2 F' D U' L U' B' U Rw2 Uw2;2023-08-17 17:24:32;5.96;9.35
184;DNF(29.93);;B2 L2 F2 D' B2 D' L2 B2 L2 D2 F2 R' U' B D F2 D' F' R2 U' F Uw;2023-08-17 17:24:57;16.49;13.44
185;19.21;;U F U2 L D' F U' B' R2 F' D2 B L2 F U2 B U2 D2 B2 Fw Uw;2023-08-17 17:26:11;5.72;13.49
186;16.00;;D R2 F U2 B' F2 D2 F' R2 D2 U2 F U2 R D2 F' D' R2 F2 L' F' Rw Uw2;2023-08-17 17:26:42;5.59;10.41
187;19.67;;U' F2 D' F2 D L2 R2 B2 R2 U F2 L U2 L B' R2 F' R' U' R' D Uw';2023-08-17 17:27:09;5.46;14.21
188;18.15;;F2 U' L2 F2 L2 D L2 D' L2 D2 F R' U L' F U' F2 L' D2 B Rw Uw';2023-08-17 17:27:40;5.82;12.33
189;DNF(23.63);;F2 L2 B L2 R2 U2 B2 R2 U2 F' R2 B D' L U R' B2 L U' B2 L' Uw';2023-08-17 17:28:35;5.79;17.84
190;DNF(19.78);;F2 D B2 U2 L2 U' B2 F2 U' L2 U' B U' L' U' R B' R2 F2 R2 Rw' Uw2;2023-08-17 17:29:22;7.99;11.79
191;18.78;;U D2 R' L U' F2 U B' U D2 L2 F' R2 B' R2 U2 F2 U2 F' U2 Fw;2023-08-17 17:30:01;6.39;12.39
192;DNF(15.65);;F' D' L' F R2 D B' F2 U2 B2 U2 L' D2 R' L' U2 B2 R U R2 Rw' Uw';2023-08-17 17:30:31;6.42;9.23
193;DNF(14.69);;L2 R2 D2 R2 F2 U R2 U R2 B2 D2 R' F' D' F' R2 B2 U' R2 B' Uw;2023-08-17 17:31:02;5.16;9.53
194;15.62;;R' B2 D' B2 L D' F2 U L' R2 D2 B L2 F' R2 L2 F D2 F B Rw' Uw';2023-08-17 17:32:10;5.22;10.40
195;12.58;;L2 B F2 U' F2 U F2 L2 U B2 F2 L' D2 U' L2 F' L U2 Fw';2023-08-17 17:32:34;5.52;7.06
196;15.09;;U2 F D' F' U2 L B' R2 F2 D B2 U' D' L2 F2 D R2 F R' Uw2;2023-08-17 17:32:59;6.86;8.23
197;DNF(24.85);;U2 L2 D' B2 L2 R2 U F2 R2 F2 B' D U' F' D2 L' F R' U2 F' Fw';2023-08-17 17:33:21;7.29;17.56
198;16.00;;D2 R2 F2 R2 U L2 B2 R2 U' R2 F' L' R' F R2 D' L' U2 L2 U' Rw2 Uw2;2023-08-17 17:34:17;5.59;10.41
199;18.17;;U' R2 F2 L D2 R D2 B2 F2 R B2 D' F' D L' D2 L2 B' F' Rw';2023-08-17 17:34:42;6.02;12.15
200;13.89;;F' U2 L2 B2 R2 B' R2 F' R2 B2 L F' D' B' U2 R2 D' R2 U Rw Uw;2023-08-17 17:35:10;5.19;8.70
201;DNF(20.01);;U F L' U F2 U' B2 R2 D2 L2 U' F2 L2 U2 B D' L2 D2 F D2 L Fw' Uw2;2023-08-17 17:36:19;6.36;13.65
202;12.90;;F2 U2 B' U2 L2 R2 B R2 B2 L2 D2 L' D' R B' F' L' R2 U2 F Fw Uw';2023-08-17 17:37:05;6.09;6.81
203;18.77;;R D' F2 L2 U2 F2 D2 R' B2 L R2 D2 F2 U2 B F2 D R' U' R F' Rw Uw2;2023-08-17 17:37:29;8.12;10.65
204;15.63;;B2 D' B2 R2 F2 U B2 R2 D F2 D' L D L U2 B' U B L F2 Fw Uw;2023-08-17 17:37:57;6.12;9.51
205;22.17;;D2 L' F2 D' B2 U2 F2 L2 U B2 F2 U B' D L2 D' L' F R' F' Rw' Uw';2023-08-17 17:38:23;8.92;13.25
206;15.59;;R' L2 B U2 B' L2 D' F' U2 R F2 R F2 L' F2 D2 R' F2 R B2 Fw;2023-08-17 17:39:32;6.62;8.97
207;10.72;;R L2 U2 F2 D' F2 U F2 U F2 U2 R2 U' R D' B' F2 L2 U B U;2023-08-17 17:40:11;4.72;6.00
208;18.94;;B2 F2 R2 F2 U2 R D2 F2 R2 B2 L R D' F U2 R F U L' D R Rw Uw;2023-08-17 17:40:32;6.75;12.19
209;13.75;;D2 R2 D L2 B U2 F D2 F R2 F2 L2 F U2 L' B' D2 R D B F' Uw2;2023-08-17 17:41:02;5.39;8.36
210;14.52;;R2 B2 R2 B' D2 F' L2 F R2 F R2 D2 R' U F2 D R2 B' R2 D L' Uw';2023-08-17 17:41:25;6.59;7.93
211;15.42;;B' R2 B2 U' B2 D F2 L2 D' L2 D2 L2 D' L D B L B L2 U' L2 Fw' Uw';2023-08-17 17:41:56;6.09;9.33
212;15.10;;U B R' U L D' R2 F' D' F2 R2 D B2 D2 L2 U' L2 B2 R2 B2 R Rw Uw;2023-08-17 17:42:22;6.62;8.48
213;16.71;;U R' D2 L' U2 L F2 L' B2 R' D2 F2 R' F' U L2 R' U' B' R F Rw';2023-08-17 17:42:54;7.49;9.22
214;15.37;;D L' F2 U D2 F U2 L' D2 F B2 U' L2 F2 R2 L2 D R2 D R2 D2 Fw Uw;2023-08-17 17:43:22;5.82;9.55
215;16.01;;B F2 U2 F2 R2 B2 L2 U' B2 U' B2 F2 U2 B' L2 D B D L' D' B2 Rw' Uw;2023-08-17 17:43:54;5.12;10.89
216;DNF(23.17);;U2 R2 B D2 F2 D2 L2 B' D2 F2 D' F' R F D2 U L B2 D2 Fw' Uw2;2023-08-17 17:44:24;6.49;16.68
217;14.05;;U2 F2 R2 F2 R2 D' F2 D' U' B2 L2 B2 L' B' L2 U L D2 B U2 R Rw Uw;2023-08-17 17:45:23;5.39;8.66
218;DNF(23.12);;B R U2 F2 U D' B R' D B2 U' L2 B2 D L2 B2 D2 B2 U2 B Rw2 Uw;2023-08-17 17:45:45;5.12;18.00
219;DNF(17.23);;L2 R2 D' R2 U B2 U2 L2 U2 R2 F2 B' L F L U' B' R F2 D Rw2 Uw;2023-08-17 17:48:34;5.92;11.31
220;14.91;;D2 B2 F2 D R2 D2 F2 D' F2 U' R2 L B R2 U2 R' B F2 D U' Fw Uw;2023-08-17 17:49:09;6.26;8.65
221;14.64;;B U2 B R2 U2 L2 F2 D' F2 U2 L2 F2 R F D B' L' R B2 Fw Uw;2023-08-17 17:49:32;5.99;8.65
222;15.76;;R' U' R2 D' B2 R2 U' R2 U2 L2 D B2 L' D B D' R2 U' F L Rw';2023-08-17 17:50:34;5.71;10.05
223;DNF(28.97);;L2 F R2 F2 D2 L' F2 L B2 U2 R D2 L2 U L' R2 B U2 B' L Rw Uw';2023-08-17 17:52:53;14.92;14.05
224;DNF(16.54);;U2 R' D' B2 D2 F R U' R2 L' D2 L' B2 R2 U2 B2 L U2 L D Rw';2023-08-17 17:54:58;6.62;9.92
225;DNF(18.92);;L' D' L' B' L2 F2 D F R L B R2 U2 D2 B' R2 F' U2 R2 B Rw' Uw2;2023-08-17 17:55:32;7.47;11.45
226;16.75;;B' D2 L U D' R F2 U' R2 U2 D2 F L2 U2 F' B2 U2 R2 B' L2 Fw' Uw';2023-08-17 17:56:25;6.69;10.06
227;12.28;;L2 D2 L' U2 B2 R F2 R' U2 F2 U2 D' L B' L2 R' U B L' B2 U' Rw' Uw';2023-08-17 17:57:02;5.32;6.96
228;19.46;;F R B2 U' F2 L' F' B' L D2 L2 F B L2 F' D2 F2 L2 D2 B L2 Rw' Uw;2023-08-17 17:57:31;6.36;13.10
229;15.35;;U F' L B2 U L2 B2 U2 B2 D F2 D B2 U' F' L F2 R B2 R' F Rw' Uw2;2023-08-17 17:58:48;6.15;9.20
230;13.70;;U2 R2 D2 F2 L D2 L F2 L F2 R' B R2 D U L2 B' D B U Rw2;2023-08-17 17:59:58;6.22;7.48
231;16.87;;F U' F2 R2 D2 L2 U L2 F2 U' F' R2 B2 L D2 L R U2 Uw';2023-08-17 18:00:21;5.89;10.98
232;15.80;;R' D' B2 U' L2 U' R2 F2 D2 L2 B2 F' D2 B' D2 R D U B' R Fw Uw';2023-08-17 18:00:48;6.05;9.75
233;DNF(21.26);;D B' U R2 U' L2 R2 D' L2 U L2 B2 L D2 R D' B L2 D2 Rw Uw2;2023-08-17 18:01:20;5.62;15.64
234;DNF(15.96);;U F' U' R2 D' L2 F2 U' F2 D' R2 B2 F D R B L2 D2 L Fw Uw';2023-08-17 18:13:07;6.79;9.17
235;DNF(21.07);;B2 L' D2 R' D2 R F2 L U R F L D R' B2 U2 B Rw' Uw;2023-08-17 18:14:00;6.62;14.45
236;DNF(16.77);;D' L2 F R2 L U R L2 U F R2 U2 L2 B2 L2 F D2 L2 B R2 B2 Uw2;2023-08-17 18:14:41;6.42;10.35
237;22.07;;B2 R2 D2 L2 D2 B2 U' B2 F2 R2 U' F2 L' B' U L' R U B2 U2 F2 Fw';2023-08-17 18:15:17;7.62;14.45
238;14.59;;R U' L2 B2 L' D2 U2 L U2 R' D2 L2 F2 U L2 F' D2 L2 B2 L' B2 Fw' Uw2;2023-08-17 18:15:49;5.99;8.60
239;21.21;;L2 B2 D2 U2 R F2 D2 L' B2 R U2 L U F' D2 B2 L' R2 B U' F' Fw';2023-08-17 18:17:57;9.55;11.66
240;12.36;;U' L2 D B2 R2 U R2 D2 B2 R2 U R F' L D F' U2 L2 B D2 Rw2 Uw;2023-08-18 10:17:18;5.52;6.84
241;15.27;;F' R' U F2 L2 U R2 D' F2 L2 U R2 B D2 U2 R F' L' D U2 Uw2;2023-08-18 10:17:44;5.98;9.29
242;DNF(17.76);;U F2 D2 L2 D' R2 F2 U' R2 B2 R B' D F L B D2 L' B Rw Uw';2023-08-18 10:18:10;9.96;7.80
243;18.27;;F' L' U2 B2 U2 B' R2 B' L2 B' L2 U2 R' D F U R' B2 U B' Fw';2023-08-18 10:19:08;9.09;9.18
244;DNF(16.03);;D2 L2 U F2 U' L2 U2 R2 D F2 L F U' L2 B2 D2 U2 R' D L;2023-08-18 10:22:50;5.40;10.63
